,Trip Start Timestamp,Trip Seconds,Trip Miles,Fare,Tips,Company
0,03/01/2021 12:15:00 AM,1740.0,18.0,44.5,10.2,Medallion Leasin
1,03/01/2021 12:15:00 AM,1320.0,17.2,48.75,5.0,Taxi Affiliation Services
2,03/01/2021 06:45:00 AM,364.0,1.2,6.5,0.0,Setare Inc
4,03/01/2021 07:15:00 AM,240.0,0.7,5.5,0.0,"Taxicab Insurance Agency, LLC"
5,03/01/2021 07:15:00 AM,253.0,1.0,5.5,0.0,Medallion Leasin
6,03/01/2021 07:15:00 AM,1500.0,17.3,43.0,5.0,Chicago Independents
7,03/01/2021 07:15:00 AM,262.0,1.1,5.75,0.0,City Service
8,03/01/2021 07:15:00 AM,300.0,1.2,6.0,0.0,"Taxicab Insurance Agency, LLC"
9,03/01/2021 07:15:00 AM,393.0,0.88,6.25,0.0,Sun Taxi
10,03/01/2021 07:30:00 AM,286.0,0.9,5.75,0.0,Chicago Taxicab
11,03/01/2021 07:30:00 AM,1676.0,4.0,17.75,0.0,City Service
12,03/01/2021 07:30:00 AM,240.0,0.6,5.25,0.0,Medallion Leasin
13,03/01/2021 07:30:00 AM,207.0,0.6,4.75,0.0,Medallion Leasin
15,03/01/2021 07:30:00 AM,224.0,0.99,5.75,2.0,City Service
16,03/01/2021 07:30:00 AM,180.0,0.8,5.25,0.0,Taxi Affiliation Services
18,03/01/2021 07:30:00 AM,82.0,0.32,4.0,0.0,City Service
19,03/01/2021 07:45:00 AM,720.0,0.7,8.0,0.0,Blue Ribbon Taxi Association Inc.
20,03/01/2021 07:45:00 AM,306.0,1.3,6.25,2.0,Medallion Leasin
21,03/01/2021 07:45:00 AM,226.0,0.56,5.0,0.0,Sun Taxi
22,03/01/2021 08:00:00 AM,300.0,0.8,5.75,0.0,Blue Ribbon Taxi Association Inc.
23,03/01/2021 08:00:00 AM,240.0,0.9,5.5,2.0,Star North Management LLC
24,03/01/2021 08:00:00 AM,183.0,0.6,4.75,0.0,City Service
25,03/01/2021 08:00:00 AM,329.0,0.8,5.75,1.0,Sun Taxi
28,03/01/2021 08:00:00 AM,39.0,0.28,3.75,0.0,Flash Cab
30,03/01/2021 08:15:00 AM,120.0,0.5,4.5,0.0,Taxi Affiliation Services
31,03/01/2021 08:15:00 AM,261.0,0.45,5.0,0.0,Sun Taxi
32,03/01/2021 08:15:00 AM,120.0,0.6,4.5,0.0,"Taxicab Insurance Agency, LLC"
33,03/01/2021 08:15:00 AM,1361.0,2.9,13.75,0.0,Medallion Leasin
34,03/01/2021 08:15:00 AM,660.0,0.1,9.0,0.0,Taxi Affiliation Services
35,03/01/2021 08:15:00 AM,120.0,0.5,4.25,0.0,Top Cab Affiliation
36,03/01/2021 08:15:00 AM,250.0,0.97,5.5,1.0,Globe Taxi
38,03/01/2021 08:15:00 AM,180.0,0.5,5.0,0.0,Blue Ribbon Taxi Association Inc.
39,03/01/2021 08:30:00 AM,240.0,0.9,5.75,1.5,Taxi Affiliation Services
40,03/01/2021 08:30:00 AM,600.0,2.7,10.25,0.0,Taxi Affiliation Services
41,03/01/2021 08:30:00 AM,120.0,0.6,4.75,0.0,Top Cab Affiliation
42,03/01/2021 08:30:00 AM,360.0,0.8,6.0,0.0,Taxi Affiliation Services
43,03/01/2021 08:30:00 AM,480.0,1.3,7.5,0.0,Taxi Affiliation Services
44,03/01/2021 08:30:00 AM,300.0,1.0,6.25,2.0,Taxi Affiliation Services
45,03/01/2021 08:30:00 AM,300.0,0.6,5.5,3.0,Blue Ribbon Taxi Association Inc.
50,03/01/2021 08:30:00 AM,240.0,0.6,5.0,3.0,Taxi Affiliation Services
51,03/01/2021 08:45:00 AM,420.0,25.3,9.5,2.0,"Taxicab Insurance Agency, LLC"
52,03/01/2021 08:45:00 AM,458.0,1.7,7.25,0.0,Medallion Leasin
53,03/01/2021 08:45:00 AM,660.0,2.1,9.25,3.0,Blue Ribbon Taxi Association Inc.
54,03/01/2021 08:45:00 AM,360.0,1.1,6.25,0.0,"Taxicab Insurance Agency, LLC"
55,03/01/2021 08:45:00 AM,300.0,1.0,5.75,0.0,"Taxicab Insurance Agency, LLC"
56,03/01/2021 08:45:00 AM,240.0,0.1,5.25,0.0,Top Cab Affiliation
57,03/01/2021 08:45:00 AM,605.0,1.5,8.0,0.0,Medallion Leasin
58,03/01/2021 08:45:00 AM,360.0,1.3,7.0,0.0,Blue Ribbon Taxi Association Inc.
59,03/01/2021 08:45:00 AM,180.0,0.4,4.5,0.0,Medallion Leasin
60,03/01/2021 08:45:00 AM,660.0,2.9,12.0,0.0,"Taxicab Insurance Agency, LLC"
61,03/01/2021 08:45:00 AM,360.0,1.2,7.0,2.0,"Taxicab Insurance Agency, LLC"
62,03/01/2021 08:45:00 AM,120.0,0.4,4.25,0.0,Taxi Affiliation Services
64,03/01/2021 08:45:00 AM,269.0,1.15,6.0,3.0,Flash Cab
65,03/01/2021 08:45:00 AM,564.0,1.5,8.0,0.0,Globe Taxi
66,03/01/2021 08:45:00 AM,60.0,0.2,3.75,0.0,Star North Management LLC
67,03/01/2021 09:00:00 AM,420.0,1.3,6.75,3.0,Top Cab Affiliation
68,03/01/2021 09:00:00 AM,517.0,2.8,10.75,0.0,City Service
69,03/01/2021 09:00:00 AM,120.0,0.6,4.5,0.0,Taxi Affiliation Services
70,03/01/2021 09:00:00 AM,838.0,2.29,10.75,2.45,Flash Cab
75,03/01/2021 09:00:00 AM,240.0,1.1,6.0,1.0,Blue Ribbon Taxi Association Inc.
76,03/01/2021 09:00:00 AM,302.0,0.7,5.25,0.0,Medallion Leasin
77,03/01/2021 09:00:00 AM,216.0,0.5,4.75,0.0,Sun Taxi
78,03/01/2021 09:00:00 AM,360.0,0.6,6.0,0.0,Star North Management LLC
80,03/01/2021 09:00:00 AM,320.0,1.1,6.0,0.0,City Service
81,03/01/2021 09:00:00 AM,120.0,0.4,4.25,0.0,Star North Management LLC
83,03/01/2021 09:00:00 AM,309.0,1.1,5.75,2.0,Globe Taxi
85,03/01/2021 09:15:00 AM,720.0,1.8,9.0,2.0,"Taxicab Insurance Agency, LLC"
86,03/01/2021 09:15:00 AM,300.0,0.8,5.5,0.0,Taxi Affiliation Services
87,03/01/2021 09:15:00 AM,569.0,1.5,8.0,0.0,City Service
89,03/01/2021 09:15:00 AM,420.0,1.8,7.75,2.0,Medallion Leasin
90,03/01/2021 09:15:00 AM,600.0,3.0,11.0,0.0,Taxi Affiliation Services
91,03/01/2021 09:15:00 AM,712.0,4.4,14.25,0.0,Medallion Leasin
92,03/01/2021 09:15:00 AM,850.0,2.5,10.5,0.0,Medallion Leasin
93,03/01/2021 09:15:00 AM,1826.0,5.0,17.25,0.0,Medallion Leasin
94,03/01/2021 09:15:00 AM,480.0,1.4,7.5,2.0,Taxi Affiliation Services
95,03/01/2021 09:15:00 AM,240.0,0.9,5.75,1.0,Star North Management LLC
96,03/01/2021 09:30:00 AM,300.0,1.2,6.5,0.0,Top Cab Affiliation
97,03/01/2021 09:30:00 AM,300.0,0.8,5.75,0.0,Star North Management LLC
98,03/01/2021 09:30:00 AM,557.0,2.7,10.25,0.0,Medallion Leasin
99,03/01/2021 09:30:00 AM,800.0,1.4,9.0,0.0,Sun Taxi
100,03/01/2021 09:30:00 AM,613.0,1.82,8.75,0.0,Globe Taxi
101,03/01/2021 09:30:00 AM,180.0,0.7,5.0,0.0,Taxi Affiliation Services
103,03/01/2021 09:30:00 AM,360.0,1.5,7.5,0.0,"Taxicab Insurance Agency, LLC"
104,03/01/2021 09:30:00 AM,148.0,0.4,4.25,1.0,Medallion Leasin
105,03/01/2021 09:30:00 AM,540.0,2.0,9.0,0.0,Top Cab Affiliation
106,03/01/2021 09:45:00 AM,240.0,0.8,5.5,0.0,Star North Management LLC
108,03/01/2021 09:45:00 AM,300.0,0.9,6.0,2.0,Top Cab Affiliation
109,03/01/2021 09:45:00 AM,120.0,0.3,4.0,0.0,"Taxicab Insurance Agency, LLC"
110,03/01/2021 09:45:00 AM,180.0,0.5,4.75,0.0,U Taxicab
111,03/01/2021 09:45:00 AM,342.0,1.0,6.0,0.0,Medallion Leasin
112,03/01/2021 09:45:00 AM,5280.0,0.1,53.5,0.0,Taxi Affiliation Services
113,03/01/2021 09:45:00 AM,240.0,0.8,5.5,0.0,"Taxicab Insurance Agency, LLC"
114,03/01/2021 09:45:00 AM,318.0,0.53,5.5,0.0,Flash Cab
115,03/01/2021 09:45:00 AM,237.0,0.8,5.25,3.0,Medallion Leasin
116,03/01/2021 09:45:00 AM,1655.0,5.7,19.25,0.0,Medallion Leasin
118,03/01/2021 09:45:00 AM,720.0,1.9,9.25,3.0,Taxi Affiliation Services
119,03/01/2021 09:45:00 AM,240.0,0.3,4.5,3.0,U Taxicab
120,03/01/2021 09:45:00 AM,660.0,2.4,10.5,0.0,U Taxicab
121,03/01/2021 09:45:00 AM,499.0,1.34,7.25,2.0,Patriot Taxi Dba Peace Taxi Associat
122,03/01/2021 10:00:00 AM,540.0,1.9,8.75,0.0,"Taxicab Insurance Agency, LLC"
123,03/01/2021 10:00:00 AM,1521.0,17.77,44.25,7.46,Flash Cab
124,03/01/2021 10:00:00 AM,300.0,0.9,5.75,0.0,Taxi Affiliation Services
125,03/01/2021 10:00:00 AM,1200.0,2.0,12.0,2.5,U Taxicab
126,03/01/2021 10:00:00 AM,120.0,0.4,4.5,0.0,Blue Ribbon Taxi Association Inc.
127,03/01/2021 10:00:00 AM,240.0,0.9,6.0,0.0,Taxi Affiliation Services
128,03/01/2021 10:15:00 AM,1560.0,17.8,43.75,8.0,U Taxicab
129,03/01/2021 10:15:00 AM,1362.0,16.57,41.5,10.72,Sun Taxi
130,03/01/2021 10:15:00 AM,360.0,1.4,7.5,0.0,"Taxicab Insurance Agency, LLC"
132,03/01/2021 10:15:00 AM,420.0,1.3,7.25,0.0,Medallion Leasin
134,03/01/2021 10:15:00 AM,1972.0,7.98,27.0,0.0,Flash Cab
135,03/01/2021 10:15:00 AM,3117.0,3.14,23.5,0.0,Flash Cab
136,03/01/2021 10:15:00 AM,462.0,1.0,6.25,4.0,Medallion Leasin
137,03/01/2021 10:15:00 AM,240.0,0.8,5.25,0.0,Taxi Affiliation Services
138,03/01/2021 10:15:00 AM,660.0,1.8,8.75,3.0,Medallion Leasin
139,03/01/2021 10:15:00 AM,1200.0,12.3,31.5,0.0,U Taxicab
140,03/01/2021 10:15:00 AM,240.0,0.5,4.75,0.0,Chicago Independents
141,03/01/2021 10:15:00 AM,540.0,1.4,7.75,1.55,Taxi Affiliation Services
143,03/01/2021 10:15:00 AM,300.0,0.7,5.75,0.0,Taxi Affiliation Services
145,03/01/2021 10:30:00 AM,120.0,0.5,4.5,0.0,Star North Management LLC
146,03/01/2021 10:30:00 AM,180.0,0.6,5.0,0.0,Star North Management LLC
147,03/01/2021 10:30:00 AM,240.0,0.8,5.25,0.0,Taxi Affiliation Services
148,03/01/2021 10:30:00 AM,641.0,1.8,8.5,3.0,Medallion Leasin
149,03/01/2021 10:30:00 AM,480.0,1.2,7.25,2.0,Medallion Leasin
150,03/01/2021 10:30:00 AM,480.0,1.9,8.25,2.0,"Taxicab Insurance Agency, LLC"
151,03/01/2021 10:30:00 AM,1980.0,13.6,35.25,7.95,"Taxicab Insurance Agency, LLC"
152,03/01/2021 10:30:00 AM,831.0,2.77,11.5,0.0,Flash Cab
153,03/01/2021 10:30:00 AM,360.0,0.9,6.0,4.0,Star North Management LLC
154,03/01/2021 10:30:00 AM,180.0,0.7,5.25,0.0,Top Cab Affiliation
155,03/01/2021 10:30:00 AM,893.0,2.6,10.5,2.0,Medallion Leasin
156,03/01/2021 10:30:00 AM,1305.0,17.57,43.5,9.6,Sun Taxi
157,03/01/2021 10:30:00 AM,180.0,0.6,5.0,2.0,Star North Management LLC
158,03/01/2021 10:45:00 AM,300.0,0.7,5.75,0.0,"Taxicab Insurance Agency, LLC"
160,03/01/2021 10:45:00 AM,240.0,0.9,5.25,0.0,Taxi Affiliation Services
161,03/01/2021 10:45:00 AM,144.0,0.39,4.5,0.0,Flash Cab
162,03/01/2021 10:45:00 AM,556.0,1.9,9.25,0.0,City Service
163,03/01/2021 10:45:00 AM,420.0,0.7,6.0,0.0,"Taxicab Insurance Agency, LLC"
164,03/01/2021 11:00:00 AM,541.0,1.5,7.75,4.0,Medallion Leasin
166,03/01/2021 11:00:00 AM,360.0,1.32,7.0,0.0,Flash Cab
168,03/01/2021 11:00:00 AM,180.0,0.2,4.25,0.0,Blue Ribbon Taxi Association Inc.
169,03/01/2021 11:00:00 AM,457.0,0.89,6.75,0.0,Flash Cab
171,03/01/2021 11:00:00 AM,480.0,1.4,7.5,2.0,Blue Ribbon Taxi Association Inc.
172,03/01/2021 11:00:00 AM,180.0,0.2,4.0,0.0,"Taxicab Insurance Agency, LLC"
173,03/01/2021 11:00:00 AM,1500.0,1.1,44.25,0.0,Taxi Affiliation Services
174,03/01/2021 11:00:00 AM,300.0,1.1,6.0,0.0,U Taxicab
175,03/01/2021 11:15:00 AM,360.0,1.0,6.5,0.0,"Taxicab Insurance Agency, LLC"
176,03/01/2021 11:15:00 AM,540.0,2.0,9.0,0.0,Taxi Affiliation Services
178,03/01/2021 11:15:00 AM,480.0,1.0,7.0,0.0,Blue Ribbon Taxi Association Inc.
179,03/01/2021 11:15:00 AM,360.0,1.0,6.5,0.0,Medallion Leasin
180,03/01/2021 11:15:00 AM,480.0,1.2,7.0,0.0,Blue Ribbon Taxi Association Inc.
181,03/01/2021 11:15:00 AM,1035.0,6.9,20.5,5.25,Medallion Leasin
182,03/01/2021 11:15:00 AM,200.0,0.68,5.0,0.0,Flash Cab
183,03/01/2021 11:15:00 AM,600.0,0.1,9.25,0.0,Taxi Affiliation Services
184,03/01/2021 11:15:00 AM,240.0,0.8,5.0,0.0,Star North Management LLC
185,03/01/2021 11:15:00 AM,816.0,2.45,10.5,0.0,Flash Cab
186,03/01/2021 11:15:00 AM,360.0,0.1,8.5,0.0,Taxi Affiliation Services
187,03/01/2021 11:15:00 AM,300.0,0.7,5.25,0.0,Blue Ribbon Taxi Association Inc.
188,03/01/2021 11:30:00 AM,540.0,1.8,8.25,0.0,Chicago Independents
189,03/01/2021 11:30:00 AM,172.0,0.39,4.5,0.0,Sun Taxi
192,03/01/2021 11:30:00 AM,840.0,0.4,18.75,8.0,Taxi Affiliation Services
194,03/01/2021 11:30:00 AM,303.0,0.9,5.75,5.0,Sun Taxi
196,03/01/2021 11:30:00 AM,1440.0,1.0,43.5,12.0,Taxi Affiliation Services
197,03/01/2021 11:30:00 AM,298.0,0.94,5.75,1.0,Flash Cab
198,03/01/2021 11:30:00 AM,540.0,2.0,8.5,0.0,Top Cab Affiliation
199,03/01/2021 11:30:00 AM,360.0,1.5,7.25,0.0,Medallion Leasin
200,03/01/2021 11:45:00 AM,1442.0,18.3,46.0,10.1,City Service
203,03/01/2021 11:45:00 AM,360.0,1.1,6.5,0.0,"Taxicab Insurance Agency, LLC"
204,03/01/2021 11:45:00 AM,445.0,0.93,6.5,0.0,Flash Cab
205,03/01/2021 11:45:00 AM,396.0,0.9,6.25,1.25,Medallion Leasin
206,03/01/2021 11:45:00 AM,360.0,1.2,6.75,0.0,"Taxicab Insurance Agency, LLC"
209,03/01/2021 12:00:00 PM,447.0,1.09,6.75,0.0,Flash Cab
211,03/01/2021 12:00:00 PM,300.0,1.0,6.0,0.0,"Taxicab Insurance Agency, LLC"
212,03/01/2021 12:00:00 PM,348.0,1.0,6.0,0.0,Setare Inc
213,03/01/2021 12:00:00 PM,900.0,2.0,10.75,0.0,"Taxicab Insurance Agency, LLC"
214,03/01/2021 12:00:00 PM,419.0,1.4,7.0,2.0,Medallion Leasin
215,03/01/2021 12:00:00 PM,1485.0,17.54,43.25,9.55,Flash Cab
216,03/01/2021 12:00:00 PM,120.0,0.4,4.0,0.0,U Taxicab
217,03/01/2021 12:00:00 PM,199.0,0.37,4.5,0.0,Flash Cab
218,03/01/2021 12:00:00 PM,480.0,1.3,6.75,10.0,Star North Management LLC
219,03/01/2021 12:00:00 PM,660.0,4.0,13.0,0.0,Taxi Affiliation Services
220,03/01/2021 12:15:00 PM,540.0,1.6,8.5,0.0,Blue Ribbon Taxi Association Inc.
222,03/01/2021 12:15:00 PM,120.0,0.1,3.75,0.0,Blue Ribbon Taxi Association Inc.
224,03/01/2021 12:15:00 PM,660.0,0.1,9.0,0.0,Taxi Affiliation Services
225,03/01/2021 12:15:00 PM,540.0,2.0,9.25,1.25,"Taxicab Insurance Agency, LLC"
226,03/01/2021 12:30:00 PM,300.0,0.3,5.0,0.0,"Taxicab Insurance Agency, LLC"
229,03/01/2021 12:30:00 PM,360.0,1.3,6.5,0.0,"Taxicab Insurance Agency, LLC"
231,03/01/2021 12:30:00 PM,1922.0,18.13,47.0,0.0,Flash Cab
232,03/01/2021 12:30:00 PM,409.0,1.57,7.25,0.0,Flash Cab
233,03/01/2021 12:30:00 PM,598.0,0.56,4.5,0.0,Flash Cab
234,03/01/2021 12:30:00 PM,412.0,1.2,6.5,3.0,Setare Inc
235,03/01/2021 12:30:00 PM,2100.0,13.2,35.75,5.0,"Taxicab Insurance Agency, LLC"
236,03/01/2021 12:45:00 PM,900.0,8.4,23.0,0.0,Blue Ribbon Taxi Association Inc.
237,03/01/2021 12:45:00 PM,420.0,1.5,7.5,0.0,Medallion Leasin
238,03/01/2021 12:45:00 PM,166.0,0.34,4.5,0.0,Flash Cab
239,03/01/2021 12:45:00 PM,840.0,1.5,9.25,0.0,Chicago Independents
241,03/01/2021 12:45:00 PM,528.0,0.82,6.5,0.0,City Service
242,03/01/2021 12:45:00 PM,300.0,1.0,5.75,0.0,Taxi Affiliation Services
243,03/01/2021 12:45:00 PM,540.0,0.1,8.25,0.0,Taxi Affiliation Services
245,03/01/2021 12:45:00 PM,196.0,0.5,4.75,0.0,Flash Cab
246,03/01/2021 12:45:00 PM,733.0,2.19,8.75,0.0,Flash Cab
247,03/01/2021 12:45:00 PM,1200.0,16.9,41.5,6.0,Taxi Affiliation Services
248,03/01/2021 12:45:00 PM,120.0,0.4,4.25,0.0,Medallion Leasin
249,03/01/2021 12:45:00 PM,540.0,4.5,9.0,0.0,Star North Management LLC
250,03/01/2021 01:00:00 PM,1257.0,2.13,12.25,0.0,Flash Cab
253,03/01/2021 01:00:00 PM,180.0,0.5,4.75,0.0,"Taxicab Insurance Agency, LLC"
254,03/01/2021 01:00:00 PM,623.0,2.86,10.75,0.0,Sun Taxi
255,03/01/2021 01:00:00 PM,327.0,1.14,6.5,0.0,Flash Cab
256,03/01/2021 01:00:00 PM,289.0,0.55,5.0,0.0,Flash Cab
257,03/01/2021 01:00:00 PM,1508.0,9.43,27.25,0.09,Flash Cab
258,03/01/2021 01:00:00 PM,540.0,1.9,8.75,5.0,Medallion Leasin
259,03/01/2021 01:00:00 PM,1327.0,16.98,41.75,9.45,Sun Taxi
261,03/01/2021 01:15:00 PM,420.0,1.1,6.5,0.0,Blue Ribbon Taxi Association Inc.
263,03/01/2021 01:15:00 PM,300.0,0.6,5.5,0.0,"Taxicab Insurance Agency, LLC"
264,03/01/2021 01:15:00 PM,1777.0,18.29,45.25,7.61,Flash Cab
265,03/01/2021 01:15:00 PM,1991.0,16.05,41.25,9.15,Sun Taxi
266,03/01/2021 01:15:00 PM,52.0,0.09,3.5,0.0,Flash Cab
267,03/01/2021 01:15:00 PM,883.0,1.9,10.0,0.0,Medallion Leasin
268,03/01/2021 01:15:00 PM,705.0,2.56,10.0,4.0,Flash Cab
269,03/01/2021 01:15:00 PM,3417.0,28.07,69.25,0.0,Sun Taxi
270,03/01/2021 01:15:00 PM,1320.0,12.3,32.0,7.3,U Taxicab
271,03/01/2021 01:15:00 PM,660.0,1.9,9.0,0.0,Taxi Affiliation Services
272,03/01/2021 01:15:00 PM,360.0,0.9,6.25,0.0,Blue Ribbon Taxi Association Inc.
273,03/01/2021 01:15:00 PM,240.0,0.4,4.75,0.0,"Taxicab Insurance Agency, LLC"
275,03/01/2021 01:30:00 PM,420.0,1.1,6.75,0.0,Chicago Independents
276,03/01/2021 01:30:00 PM,754.0,3.22,11.75,3.65,Sun Taxi
277,03/01/2021 01:30:00 PM,420.0,1.8,8.0,0.0,Top Cab Affiliation
278,03/01/2021 01:30:00 PM,2640.0,6.1,28.0,0.0,Taxi Affiliation Services
279,03/01/2021 01:30:00 PM,600.0,3.2,11.25,0.0,"Taxicab Insurance Agency, LLC"
280,03/01/2021 01:30:00 PM,142.0,0.28,4.0,0.0,Sun Taxi
281,03/01/2021 01:30:00 PM,180.0,0.9,5.25,0.0,Medallion Leasin
282,03/01/2021 01:30:00 PM,1560.0,10.7,28.5,0.0,U Taxicab
283,03/01/2021 01:30:00 PM,420.0,1.5,7.75,0.0,Blue Ribbon Taxi Association Inc.
284,03/01/2021 01:30:00 PM,130.0,0.52,4.5,0.0,Flash Cab
285,03/01/2021 01:30:00 PM,318.0,1.0,5.75,0.0,Chicago Taxicab
286,03/01/2021 01:30:00 PM,300.0,0.7,5.75,2.0,Globe Taxi
287,03/01/2021 01:30:00 PM,540.0,4.7,14.25,0.0,Taxi Affiliation Services
288,03/01/2021 01:30:00 PM,600.0,2.6,10.25,3.5,"Taxicab Insurance Agency, LLC"
289,03/01/2021 01:30:00 PM,297.0,1.53,7.0,0.0,Flash Cab
291,03/01/2021 01:45:00 PM,660.0,5.4,16.25,0.0,"Taxicab Insurance Agency, LLC"
295,03/01/2021 01:45:00 PM,1904.0,18.4,45.75,5.0,Flash Cab
296,03/01/2021 01:45:00 PM,180.0,0.6,4.75,2.0,Blue Ribbon Taxi Association Inc.
297,03/01/2021 01:45:00 PM,537.0,1.87,8.25,0.0,Flash Cab
298,03/01/2021 01:45:00 PM,660.0,3.4,12.25,5.0,Taxi Affiliation Services
300,03/01/2021 01:45:00 PM,300.0,1.0,6.25,2.0,Top Cab Affiliation
301,03/01/2021 01:45:00 PM,1800.0,16.7,42.5,0.0,Top Cab Affiliation
302,03/01/2021 01:45:00 PM,540.0,1.9,8.25,3.0,Taxi Affiliation Services
303,03/01/2021 01:45:00 PM,287.0,0.98,6.0,0.0,Flash Cab
304,03/01/2021 01:45:00 PM,685.0,2.05,9.25,3.0,Flash Cab
305,03/01/2021 01:45:00 PM,2125.0,17.35,45.0,0.0,Flash Cab
306,03/01/2021 01:45:00 PM,1620.0,9.5,27.75,0.0,Taxi Affiliation Services
307,03/01/2021 01:45:00 PM,120.0,0.6,4.75,0.0,"Taxicab Insurance Agency, LLC"
309,03/01/2021 01:45:00 PM,167.0,0.59,4.75,0.0,Flash Cab
312,03/01/2021 01:45:00 PM,180.0,0.4,4.5,0.0,Taxi Affiliation Services
313,03/01/2021 02:00:00 PM,420.0,1.5,7.25,2.0,Taxi Affiliation Services
314,03/01/2021 02:00:00 PM,95.0,0.3,4.0,0.0,Medallion Leasin
315,03/01/2021 02:00:00 PM,1211.0,1.3,11.0,0.0,Setare Inc
316,03/01/2021 02:00:00 PM,625.0,2.6,10.25,0.0,Flash Cab
317,03/01/2021 02:00:00 PM,1320.0,1.9,12.0,0.0,Taxi Affiliation Services
318,03/01/2021 02:00:00 PM,240.0,0.4,4.75,0.0,Top Cab Affiliation
319,03/01/2021 02:00:00 PM,700.0,1.92,9.25,0.0,Flash Cab
320,03/01/2021 02:00:00 PM,240.0,0.9,5.5,0.0,Globe Taxi
322,03/01/2021 02:00:00 PM,455.0,1.5,7.25,0.0,City Service
323,03/01/2021 02:00:00 PM,300.0,1.1,6.25,2.0,Medallion Leasin
324,03/01/2021 02:00:00 PM,203.0,0.66,5.0,0.0,Sun Taxi
325,03/01/2021 02:00:00 PM,525.0,1.68,8.25,0.0,Flash Cab
326,03/01/2021 02:00:00 PM,411.0,1.1,6.25,0.0,Medallion Leasin
327,03/01/2021 02:00:00 PM,229.0,0.6,4.5,0.0,Medallion Leasin
328,03/01/2021 02:00:00 PM,316.0,0.7,5.5,0.0,City Service
330,03/01/2021 02:15:00 PM,475.0,1.05,6.75,0.0,Sun Taxi
331,03/01/2021 02:15:00 PM,1380.0,10.6,29.0,0.0,Taxi Affiliation Services
332,03/01/2021 02:15:00 PM,420.0,1.2,7.0,0.0,"Taxicab Insurance Agency, LLC"
333,03/01/2021 02:15:00 PM,360.0,1.2,6.75,0.0,Top Cab Affiliation
334,03/01/2021 02:15:00 PM,10.0,0.01,3.25,0.0,Flash Cab
335,03/01/2021 02:15:00 PM,540.0,3.6,7.25,0.0,Top Cab Affiliation
336,03/01/2021 02:15:00 PM,259.0,0.89,5.5,2.0,Sun Taxi
337,03/01/2021 02:15:00 PM,282.0,0.76,5.5,2.0,Flash Cab
338,03/01/2021 02:15:00 PM,1230.0,4.46,15.5,0.0,Flash Cab
339,03/01/2021 02:30:00 PM,1740.0,16.7,42.25,0.0,Taxi Affiliation Services
340,03/01/2021 02:30:00 PM,480.0,1.3,7.25,2.0,Blue Ribbon Taxi Association Inc.
341,03/01/2021 02:30:00 PM,420.0,1.4,7.25,0.0,Taxi Affiliation Services
342,03/01/2021 02:30:00 PM,1800.0,18.0,45.0,7.35,U Taxicab
344,03/01/2021 02:30:00 PM,360.0,1.0,6.25,0.0,U Taxicab
345,03/01/2021 02:30:00 PM,337.0,0.88,5.75,0.0,Flash Cab
346,03/01/2021 02:30:00 PM,540.0,1.7,7.75,0.0,Taxi Affiliation Services
347,03/01/2021 02:45:00 PM,392.0,0.8,6.0,0.0,Setare Inc
348,03/01/2021 02:45:00 PM,480.0,1.5,8.0,0.0,"Taxicab Insurance Agency, LLC"
349,03/01/2021 02:45:00 PM,540.0,1.5,8.25,2.06,"Taxicab Insurance Agency, LLC"
350,03/01/2021 02:45:00 PM,265.0,0.5,4.75,0.0,Medallion Leasin
351,03/01/2021 02:45:00 PM,300.0,0.8,5.5,2.0,Top Cab Affiliation
352,03/01/2021 02:45:00 PM,300.0,0.6,5.5,0.0,Taxi Affiliation Services
353,03/01/2021 02:45:00 PM,534.0,1.92,8.5,3.0,Flash Cab
354,03/01/2021 02:45:00 PM,1800.0,0.7,32.0,7.5,Taxi Affiliation Services
355,03/01/2021 02:45:00 PM,540.0,1.8,8.25,0.0,Taxi Affiliation Services
356,03/01/2021 02:45:00 PM,300.0,1.0,6.0,0.0,U Taxicab
357,03/01/2021 02:45:00 PM,1440.0,14.1,33.5,12.0,"Taxicab Insurance Agency, LLC"
358,03/01/2021 02:45:00 PM,240.0,1.0,6.0,0.0,"Taxicab Insurance Agency, LLC"
359,03/01/2021 03:00:00 PM,345.0,1.1,6.0,0.0,Setare Inc
360,03/01/2021 03:00:00 PM,60.0,0.4,4.25,0.0,Blue Ribbon Taxi Association Inc.
361,03/01/2021 03:00:00 PM,360.0,0.9,5.75,1.0,Blue Ribbon Taxi Association Inc.
362,03/01/2021 03:00:00 PM,3000.0,16.0,45.0,0.0,Taxi Affiliation Services
363,03/01/2021 03:00:00 PM,1320.0,2.0,13.25,0.0,"Taxicab Insurance Agency, LLC"
365,03/01/2021 03:00:00 PM,300.0,1.1,6.75,0.0,"Taxicab Insurance Agency, LLC"
367,03/01/2021 03:00:00 PM,360.0,1.0,6.75,0.0,Blue Ribbon Taxi Association Inc.
368,03/01/2021 03:00:00 PM,585.0,1.7,8.5,0.0,Flash Cab
369,03/01/2021 03:00:00 PM,975.0,4.0,14.0,4.35,City Service
370,03/01/2021 03:00:00 PM,470.0,1.3,7.25,0.0,Chicago Independents
371,03/01/2021 03:00:00 PM,485.0,1.1,6.75,0.0,Medallion Leasin
372,03/01/2021 03:00:00 PM,498.0,2.33,9.25,0.0,Flash Cab
373,03/01/2021 03:00:00 PM,361.0,1.19,6.25,0.0,Flash Cab
374,03/01/2021 03:00:00 PM,371.0,1.18,6.5,0.0,Flash Cab
