,Trip Start Timestamp,Trip Seconds,Trip Miles,Fare,Tips,Company
21142,03/29/2021 04:45:00 PM,480.0,1.6,8.0,0.0,"Taxicab Insurance Agency, LLC"
21144,03/29/2021 04:45:00 PM,540.0,0.1,9.5,2.0,Taxi Affiliation Services
21145,03/29/2021 04:45:00 PM,2389.0,8.76,30.0,6.1,Flash Cab
21146,03/29/2021 04:45:00 PM,600.0,2.3,9.25,0.0,Top Cab Affiliation
21149,03/29/2021 04:45:00 PM,720.0,1.8,9.25,0.0,Taxi Affiliation Services
21150,03/29/2021 04:45:00 PM,600.0,0.1,9.75,0.0,Taxi Affiliation Services
21153,03/29/2021 05:00:00 PM,304.0,0.5,5.0,0.0,Medallion Leasin
21155,03/29/2021 05:00:00 PM,1996.0,16.32,40.5,0.07,Flash Cab
21156,03/29/2021 05:00:00 PM,420.0,0.7,6.0,0.0,Medallion Leasin
21157,03/29/2021 05:00:00 PM,300.0,1.2,5.75,3.0,"Taxicab Insurance Agency, LLC"
21158,03/29/2021 05:00:00 PM,263.0,0.87,5.75,4.0,Flash Cab
21159,03/29/2021 05:00:00 PM,753.0,1.5,8.0,2.0,Medallion Leasin
21160,03/29/2021 05:00:00 PM,3780.0,0.8,24.5,0.0,Medallion Leasin
21161,03/29/2021 05:00:00 PM,360.0,1.4,7.25,2.0,Taxi Affiliation Services
21163,03/29/2021 05:00:00 PM,249.0,0.6,4.5,0.0,Medallion Leasin
21164,03/29/2021 05:00:00 PM,360.0,0.7,5.75,0.0,Top Cab Affiliation
21166,03/29/2021 05:00:00 PM,735.0,1.89,9.0,3.15,Flash Cab
21167,03/29/2021 05:00:00 PM,471.0,1.96,8.0,0.0,Globe Taxi
21168,03/29/2021 05:00:00 PM,360.0,1.0,6.0,2.0,Top Cab Affiliation
21170,03/29/2021 05:15:00 PM,60.0,0.1,3.75,0.0,Blue Ribbon Taxi Association Inc.
21171,03/29/2021 05:15:00 PM,3030.0,17.34,45.75,10.05,Flash Cab
21172,03/29/2021 05:15:00 PM,420.0,1.2,6.75,1.74,Sun Taxi
21173,03/29/2021 05:15:00 PM,240.0,1.0,5.75,1.25,Top Cab Affiliation
21174,03/29/2021 05:15:00 PM,360.0,1.2,6.75,0.0,Top Cab Affiliation
21175,03/29/2021 05:15:00 PM,360.0,1.0,6.25,0.0,Star North Management LLC
21177,03/29/2021 05:15:00 PM,3360.0,1.3,23.0,0.0,Top Cab Affiliation
21178,03/29/2021 05:15:00 PM,240.0,0.7,5.25,0.0,Chicago Independents
21179,03/29/2021 05:15:00 PM,758.0,2.59,10.75,0.0,Flash Cab
21180,03/29/2021 05:15:00 PM,840.0,0.1,10.75,0.0,Taxi Affiliation Services
21181,03/29/2021 05:15:00 PM,3030.0,17.72,45.25,9.95,Sun Taxi
21182,03/29/2021 05:15:00 PM,1860.0,16.8,41.75,5.0,Top Cab Affiliation
21183,03/29/2021 05:15:00 PM,3324.0,19.5,51.0,7.0,Flash Cab
21184,03/29/2021 05:15:00 PM,480.0,0.1,9.75,0.0,Taxi Affiliation Services
21185,03/29/2021 05:15:00 PM,1899.0,15.72,40.5,9.2,Sun Taxi
21186,03/29/2021 05:15:00 PM,360.0,0.4,5.5,0.0,Top Cab Affiliation
21187,03/29/2021 05:30:00 PM,120.0,0.7,4.75,2.0,Taxi Affiliation Services
21188,03/29/2021 05:30:00 PM,480.0,0.9,6.75,0.0,Taxi Affiliation Services
21190,03/29/2021 05:30:00 PM,2520.0,1.0,43.25,9.85,Taxi Affiliation Services
21191,03/29/2021 05:30:00 PM,4440.0,1.1,56.25,0.0,Taxi Affiliation Services
21192,03/29/2021 05:30:00 PM,254.0,0.57,5.25,0.0,Flash Cab
21193,03/29/2021 05:30:00 PM,480.0,1.1,7.0,0.0,Star North Management LLC
21194,03/29/2021 05:30:00 PM,300.0,0.8,5.25,0.0,Medallion Leasin
21195,03/29/2021 05:30:00 PM,967.0,2.6,11.25,4.0,Medallion Leasin
21197,03/29/2021 05:30:00 PM,480.0,0.1,8.75,0.0,Taxi Affiliation Services
21200,03/29/2021 05:30:00 PM,360.0,1.0,6.0,3.0,Taxi Affiliation Services
21201,03/29/2021 05:30:00 PM,196.0,0.46,4.75,0.0,Patriot Taxi Dba Peace Taxi Associat
21202,03/29/2021 05:30:00 PM,236.0,0.99,6.0,0.0,City Service
21203,03/29/2021 05:30:00 PM,297.0,1.18,6.25,0.0,Patriot Taxi Dba Peace Taxi Associat
21204,03/29/2021 05:30:00 PM,300.0,1.0,6.0,0.0,Taxi Affiliation Services
21205,03/29/2021 05:45:00 PM,577.0,2.1,9.25,2.75,Flash Cab
21207,03/29/2021 05:45:00 PM,1020.0,6.9,20.5,0.0,Taxi Affiliation Services
21208,03/29/2021 05:45:00 PM,446.0,0.96,6.5,0.0,Flash Cab
21209,03/29/2021 05:45:00 PM,2809.0,17.3,45.5,0.0,Chicago Independents
21210,03/29/2021 05:45:00 PM,660.0,1.9,8.75,2.05,Taxi Affiliation Services
21211,03/29/2021 05:45:00 PM,490.0,1.49,7.75,0.0,Flash Cab
21212,03/29/2021 05:45:00 PM,701.0,1.98,9.25,0.0,Flash Cab
21213,03/29/2021 05:45:00 PM,2017.0,14.11,37.25,7.09,24 Seven Taxi
21214,03/29/2021 05:45:00 PM,2460.0,16.8,43.5,0.0,Taxi Affiliation Services
21215,03/29/2021 05:45:00 PM,2337.0,17.72,44.25,9.95,Sun Taxi
21216,03/29/2021 05:45:00 PM,360.0,1.1,6.25,4.0,Chicago Independents
21218,03/29/2021 05:45:00 PM,300.0,0.8,6.0,0.0,Top Cab Affiliation
21219,03/29/2021 05:45:00 PM,240.0,0.5,5.0,0.0,Top Cab Affiliation
21220,03/29/2021 05:45:00 PM,785.0,3.02,11.5,2.0,Flash Cab
21221,03/29/2021 05:45:00 PM,1080.0,2.8,12.75,0.0,Taxi Affiliation Services
21222,03/29/2021 05:45:00 PM,480.0,2.4,8.75,0.0,Star North Management LLC
21223,03/29/2021 05:45:00 PM,1500.0,11.9,32.25,2.0,U Taxicab
21225,03/29/2021 05:45:00 PM,1140.0,7.5,22.5,0.0,Taxi Affiliation Services
21226,03/29/2021 05:45:00 PM,283.0,0.77,5.75,2.0,Flash Cab
21227,03/29/2021 06:00:00 PM,300.0,0.6,5.25,0.0,Taxi Affiliation Services
21228,03/29/2021 06:00:00 PM,2220.0,15.1,39.25,10.0,Taxi Affiliation Services
21229,03/29/2021 06:00:00 PM,360.0,0.9,6.25,0.0,U Taxicab
21230,03/29/2021 06:00:00 PM,341.0,0.44,5.25,0.0,Sun Taxi
21231,03/29/2021 06:00:00 PM,495.0,1.4,8.0,0.0,Globe Taxi
21232,03/29/2021 06:00:00 PM,2700.0,17.5,44.5,12.25,Taxi Affiliation Services
21233,03/29/2021 06:00:00 PM,300.0,0.8,5.5,1.5,Medallion Leasin
21235,03/29/2021 06:00:00 PM,600.0,1.2,7.5,0.0,Taxi Affiliation Services
21236,03/29/2021 06:00:00 PM,300.0,0.9,6.0,2.0,Top Cab Affiliation
21237,03/29/2021 06:00:00 PM,2400.0,1.1,45.25,14.0,Taxi Affiliation Services
21238,03/29/2021 06:00:00 PM,240.0,0.5,5.0,1.5,Taxi Affiliation Services
21239,03/29/2021 06:00:00 PM,481.0,2.8,10.25,3.0,City Service
21240,03/29/2021 06:00:00 PM,540.0,2.2,8.5,0.0,Taxi Affiliation Services
21241,03/29/2021 06:00:00 PM,600.0,1.7,8.5,2.0,"Taxicab Insurance Agency, LLC"
21242,03/29/2021 06:00:00 PM,360.0,0.9,6.25,1.5,Top Cab Affiliation
21243,03/29/2021 06:00:00 PM,660.0,0.1,8.75,0.0,Blue Ribbon Taxi Association Inc.
21244,03/29/2021 06:00:00 PM,600.0,0.1,8.25,2.23,Taxi Affiliation Services
21245,03/29/2021 06:15:00 PM,660.0,3.2,11.0,0.0,Top Cab Affiliation
21246,03/29/2021 06:15:00 PM,2220.0,15.1,41.25,0.0,Taxi Affiliation Services
21247,03/29/2021 06:15:00 PM,420.0,1.3,7.0,0.0,Star North Management LLC
21248,03/29/2021 06:15:00 PM,540.0,2.68,10.25,3.0,Sun Taxi
21250,03/29/2021 06:15:00 PM,3120.0,18.2,46.75,10.25,Chicago Independents
21252,03/29/2021 06:15:00 PM,2880.0,17.6,44.75,10.05,Taxi Affiliation Services
21254,03/29/2021 06:15:00 PM,313.0,0.68,5.25,0.0,Flash Cab
21258,03/29/2021 06:15:00 PM,3000.0,18.2,46.5,10.2,Choice Taxi Association
21259,03/29/2021 06:15:00 PM,780.0,2.4,10.5,0.0,Taxi Affiliation Services
21260,03/29/2021 06:15:00 PM,2242.0,7.7,24.75,0.0,Medallion Leasin
21261,03/29/2021 06:15:00 PM,600.0,4.2,11.75,0.0,"Taxicab Insurance Agency, LLC"
21262,03/29/2021 06:15:00 PM,240.0,0.7,5.25,2.0,Taxi Affiliation Services
21263,03/29/2021 06:15:00 PM,1246.0,4.01,15.0,0.0,Flash Cab
21264,03/29/2021 06:15:00 PM,2520.0,16.3,42.25,5.0,Taxi Affiliation Services
21265,03/29/2021 06:15:00 PM,1505.0,12.89,33.75,0.0,Flash Cab
21266,03/29/2021 06:15:00 PM,480.0,2.0,8.5,0.0,U Taxicab
21268,03/29/2021 06:15:00 PM,3120.0,17.0,45.75,0.0,2733 - 74600 Benny Jona
21270,03/29/2021 06:15:00 PM,300.0,0.8,5.5,2.0,U Taxicab
21271,03/29/2021 06:15:00 PM,180.0,0.3,4.25,0.0,Taxi Affiliation Services
21272,03/29/2021 06:15:00 PM,2940.0,1.0,44.25,9.75,Taxi Affiliation Services
21273,03/29/2021 06:15:00 PM,600.0,0.1,8.5,0.0,Taxi Affiliation Services
21274,03/29/2021 06:15:00 PM,300.0,1.0,5.75,2.0,Taxi Affiliation Services
21275,03/29/2021 06:15:00 PM,420.0,0.8,7.75,0.0,Taxi Affiliation Services
21276,03/29/2021 06:15:00 PM,900.0,1.4,9.5,0.0,Taxi Affiliation Services
21277,03/29/2021 06:30:00 PM,3060.0,1.1,46.5,10.2,Taxi Affiliation Services
21278,03/29/2021 06:30:00 PM,300.0,0.8,5.5,0.0,Top Cab Affiliation
21280,03/29/2021 06:30:00 PM,60.0,0.3,4.0,0.0,Medallion Leasin
21281,03/29/2021 06:30:00 PM,1680.0,11.7,31.25,7.25,Medallion Leasin
21282,03/29/2021 06:30:00 PM,600.0,2.1,9.25,0.0,"Taxicab Insurance Agency, LLC"
21283,03/29/2021 06:30:00 PM,2400.0,1.1,44.75,5.0,Taxi Affiliation Services
21285,03/29/2021 06:30:00 PM,420.0,1.2,6.75,0.0,Taxi Affiliation Services
21286,03/29/2021 06:30:00 PM,180.0,0.7,5.0,2.0,Medallion Leasin
21287,03/29/2021 06:30:00 PM,120.0,0.5,4.5,0.0,Taxi Affiliation Services
21288,03/29/2021 06:30:00 PM,1712.0,17.46,43.0,2.0,Sun Taxi
21291,03/29/2021 06:30:00 PM,1020.0,1.7,10.5,3.25,Taxi Affiliation Services
21292,03/29/2021 06:45:00 PM,542.0,1.96,8.75,3.0,Sun Taxi
21293,03/29/2021 06:45:00 PM,180.0,0.4,4.75,0.0,Top Cab Affiliation
21294,03/29/2021 06:45:00 PM,784.0,5.62,17.0,0.0,Flash Cab
21295,03/29/2021 06:45:00 PM,2640.0,17.6,44.5,10.0,Top Cab Affiliation
21296,03/29/2021 06:45:00 PM,746.0,2.3,10.0,0.0,Globe Taxi
21299,03/29/2021 06:45:00 PM,600.0,2.4,9.5,0.0,"Taxicab Insurance Agency, LLC"
21301,03/29/2021 06:45:00 PM,300.0,0.7,5.75,0.0,Medallion Leasin
21303,03/29/2021 06:45:00 PM,341.0,1.04,6.25,1.56,Flash Cab
21304,03/29/2021 06:45:00 PM,1005.0,6.18,19.0,0.0,Flash Cab
21305,03/29/2021 06:45:00 PM,300.0,0.7,5.75,0.0,Top Cab Affiliation
21308,03/29/2021 07:00:00 PM,240.0,0.7,5.0,0.0,Star North Management LLC
21309,03/29/2021 07:00:00 PM,360.0,0.5,4.75,0.0,Taxi Affiliation Services
21311,03/29/2021 07:00:00 PM,1680.0,0.7,32.25,7.55,Taxi Affiliation Services
21312,03/29/2021 07:00:00 PM,331.0,0.94,6.0,0.0,Flash Cab
21313,03/29/2021 07:00:00 PM,333.0,1.22,6.75,1.3,Flash Cab
21314,03/29/2021 07:00:00 PM,420.0,0.8,6.0,0.0,"Taxicab Insurance Agency, LLC"
21315,03/29/2021 07:00:00 PM,766.0,6.77,19.25,0.0,City Service
21317,03/29/2021 07:00:00 PM,300.0,1.0,6.0,0.0,Medallion Leasin
21318,03/29/2021 07:00:00 PM,1440.0,17.0,43.0,12.12,Medallion Leasin
21319,03/29/2021 07:00:00 PM,326.0,1.05,6.25,0.0,Flash Cab
21321,03/29/2021 07:00:00 PM,37.0,0.22,3.75,0.0,Flash Cab
21323,03/29/2021 07:15:00 PM,1367.0,17.72,43.5,9.6,City Service
21324,03/29/2021 07:15:00 PM,480.0,1.3,7.25,2.0,Taxi Affiliation Services
21325,03/29/2021 07:15:00 PM,540.0,0.1,8.75,0.0,Taxi Affiliation Services
21326,03/29/2021 07:15:00 PM,900.0,2.5,11.25,0.0,KOAM Taxi Association
21327,03/29/2021 07:15:00 PM,1800.0,15.9,40.0,0.0,U Taxicab
21328,03/29/2021 07:15:00 PM,488.0,1.16,7.25,0.0,Flash Cab
21329,03/29/2021 07:15:00 PM,660.0,0.1,9.5,0.0,Taxi Affiliation Services
21330,03/29/2021 07:15:00 PM,981.0,2.1,11.25,3.0,Globe Taxi
21331,03/29/2021 07:15:00 PM,660.0,2.0,8.75,2.0,Blue Ribbon Taxi Association Inc.
21332,03/29/2021 07:15:00 PM,1179.0,17.17,42.25,7.01,Flash Cab
21333,03/29/2021 07:15:00 PM,460.0,2.3,9.0,2.02,Chicago Taxicab
21334,03/29/2021 07:15:00 PM,1740.0,12.4,33.25,0.0,"Taxicab Insurance Agency, LLC"
21335,03/29/2021 07:15:00 PM,1421.0,17.1,42.25,0.0,Medallion Leasin
21336,03/29/2021 07:15:00 PM,1440.0,0.7,32.25,5.0,Taxi Affiliation Services
21337,03/29/2021 07:15:00 PM,1380.0,17.2,42.25,7.0,Medallion Leasin
21338,03/29/2021 07:15:00 PM,1191.0,16.44,40.75,9.45,City Service
21339,03/29/2021 07:30:00 PM,1740.0,12.3,33.25,9.4,Taxi Affiliation Services
21340,03/29/2021 07:30:00 PM,540.0,1.2,7.0,0.0,Top Cab Affiliation
21343,03/29/2021 07:30:00 PM,2030.0,18.96,47.25,0.0,Sun Taxi
21344,03/29/2021 07:30:00 PM,24.0,0.06,3.25,0.0,24 Seven Taxi
21346,03/29/2021 07:30:00 PM,1620.0,16.8,42.0,9.3,Top Cab Affiliation
21348,03/29/2021 07:30:00 PM,1680.0,17.4,43.5,0.0,"Taxicab Insurance Agency, LLC"
21349,03/29/2021 07:45:00 PM,1430.0,17.4,42.75,9.45,Flash Cab
21350,03/29/2021 07:45:00 PM,360.0,0.8,6.0,0.0,Taxi Affiliation Services
21351,03/29/2021 07:45:00 PM,168.0,0.58,4.75,1.5,Flash Cab
21352,03/29/2021 07:45:00 PM,1354.0,17.73,43.5,9.6,Sun Taxi
21353,03/29/2021 07:45:00 PM,1491.0,17.7,43.5,7.2,Chicago Taxicab
21355,03/29/2021 07:45:00 PM,300.0,0.8,5.75,0.0,Taxi Affiliation Services
21356,03/29/2021 08:00:00 PM,360.0,1.0,6.5,0.0,"Taxicab Insurance Agency, LLC"
21357,03/29/2021 08:00:00 PM,1440.0,17.6,44.0,0.0,Taxi Affiliation Services
21358,03/29/2021 08:00:00 PM,540.0,0.1,8.25,5.0,Taxi Affiliation Services
21359,03/29/2021 08:00:00 PM,660.0,2.0,9.25,2.1,KOAM Taxi Association
21360,03/29/2021 08:00:00 PM,480.0,1.2,7.0,0.0,Top Cab Affiliation
21362,03/29/2021 08:00:00 PM,240.0,0.7,5.5,0.0,"Taxicab Insurance Agency, LLC"
21363,03/29/2021 08:00:00 PM,1676.0,18.11,45.25,5.0,City Service
21365,03/29/2021 08:15:00 PM,1680.0,17.9,44.75,5.0,Taxi Affiliation Services
21366,03/29/2021 08:15:00 PM,1620.0,18.4,46.0,10.3,Choice Taxi Association
21367,03/29/2021 08:15:00 PM,1451.0,17.44,43.5,0.0,Flash Cab
21369,03/29/2021 08:30:00 PM,30.0,0.08,3.25,0.0,Patriot Taxi Dba Peace Taxi Associat
21370,03/29/2021 08:45:00 PM,540.0,1.8,8.75,3.2,Taxi Affiliation Services
21371,03/29/2021 09:00:00 PM,568.0,5.47,15.75,0.0,Flash Cab
21372,03/29/2021 09:45:00 PM,480.0,4.7,13.75,0.0,Taxi Affiliation Services
21373,03/29/2021 10:00:00 PM,317.0,1.62,7.25,2.0,Sun Taxi
21374,03/29/2021 10:30:00 PM,1080.0,9.9,26.75,0.0,Taxi Affiliation Services
21378,03/30/2021 12:30:00 AM,180.0,0.9,5.5,0.0,Top Cab Affiliation
21380,03/30/2021 06:15:00 AM,836.0,1.34,6.75,0.0,Flash Cab
21381,03/30/2021 06:15:00 AM,1320.0,1.0,41.25,11.4,Taxi Affiliation Services
21382,03/30/2021 06:15:00 AM,1380.0,17.0,42.0,8.5,Taxi Affiliation Services
21383,03/30/2021 07:00:00 AM,193.0,0.62,5.0,0.0,Flash Cab
21384,03/30/2021 07:00:00 AM,371.0,0.9,6.0,0.0,Medallion Leasin
21385,03/30/2021 07:15:00 AM,420.0,1.8,8.25,4.0,"Taxicab Insurance Agency, LLC"
21386,03/30/2021 07:30:00 AM,252.0,0.9,5.5,0.0,City Service
21387,03/30/2021 07:30:00 AM,60.0,0.3,4.0,0.0,Top Cab Affiliation
21388,03/30/2021 07:30:00 AM,180.0,0.6,4.75,2.0,Top Cab Affiliation
21389,03/30/2021 07:30:00 AM,180.0,0.4,4.75,0.0,Medallion Leasin
21390,03/30/2021 07:30:00 AM,240.0,0.8,5.5,2.0,"Taxicab Insurance Agency, LLC"
21391,03/30/2021 07:45:00 AM,240.0,0.6,5.25,2.0,Medallion Leasin
21392,03/30/2021 07:45:00 AM,300.0,0.8,5.5,0.0,Medallion Leasin
21393,03/30/2021 07:45:00 AM,105.0,0.3,4.0,0.0,Chicago Taxicab
21394,03/30/2021 07:45:00 AM,420.0,0.7,6.25,0.0,Blue Ribbon Taxi Association Inc.
21395,03/30/2021 07:45:00 AM,626.0,2.51,10.25,1.22,City Service
21396,03/30/2021 07:45:00 AM,180.0,0.8,5.0,0.0,Chicago Independents
21397,03/30/2021 07:45:00 AM,361.0,1.3,6.75,0.0,Setare Inc
21399,03/30/2021 08:00:00 AM,2040.0,1.9,73.25,8.0,Taxi Affiliation Services
21401,03/30/2021 08:00:00 AM,1560.0,12.6,33.25,0.0,Taxi Affiliation Services
21402,03/30/2021 08:00:00 AM,300.0,0.9,5.75,2.0,"Taxicab Insurance Agency, LLC"
21403,03/30/2021 08:00:00 AM,76.0,0.2,3.75,0.0,Flash Cab
21404,03/30/2021 08:00:00 AM,180.0,0.6,4.75,0.0,Medallion Leasin
21405,03/30/2021 08:00:00 AM,1080.0,8.6,23.5,0.0,Taxi Affiliation Services
21406,03/30/2021 08:00:00 AM,2437.0,18.51,46.25,10.35,Flash Cab
21407,03/30/2021 08:00:00 AM,416.0,1.72,7.5,2.0,Flash Cab
21408,03/30/2021 08:00:00 AM,1380.0,14.1,35.75,5.0,Top Cab Affiliation
21409,03/30/2021 08:00:00 AM,2607.0,18.05,45.25,7.7,Flash Cab
21410,03/30/2021 08:00:00 AM,600.0,1.9,8.75,0.0,Taxi Affiliation Services
21411,03/30/2021 08:00:00 AM,660.0,2.9,10.75,0.0,Taxi Affiliation Services
21412,03/30/2021 08:15:00 AM,660.0,2.0,9.0,0.0,Medallion Leasin
21414,03/30/2021 08:15:00 AM,780.0,2.3,10.0,0.0,Medallion Leasin
21415,03/30/2021 08:15:00 AM,240.0,0.7,5.25,0.0,Top Cab Affiliation
21416,03/30/2021 08:15:00 AM,240.0,0.8,5.5,0.0,Medallion Leasin
21417,03/30/2021 08:15:00 AM,332.0,1.04,6.25,3.0,Globe Taxi
21418,03/30/2021 08:15:00 AM,494.0,1.4,7.25,2.0,Medallion Leasin
21419,03/30/2021 08:15:00 AM,240.0,0.7,5.25,4.0,Taxi Affiliation Services
21420,03/30/2021 08:15:00 AM,60.0,0.3,4.0,0.0,Medallion Leasin
21421,03/30/2021 08:15:00 AM,120.0,0.5,4.25,0.0,Taxi Affiliation Services
21422,03/30/2021 08:15:00 AM,813.0,2.97,11.75,2.0,Sun Taxi
21423,03/30/2021 08:15:00 AM,300.0,0.7,5.5,0.0,Taxi Affiliation Services
21424,03/30/2021 08:30:00 AM,712.0,1.8,9.0,0.0,Globe Taxi
21425,03/30/2021 08:30:00 AM,1680.0,12.0,32.25,4.21,Top Cab Affiliation
21427,03/30/2021 08:30:00 AM,180.0,0.6,5.0,3.0,Taxi Affiliation Services
21428,03/30/2021 08:30:00 AM,1747.0,17.3,42.25,9.35,City Service
21429,03/30/2021 08:30:00 AM,444.0,1.3,7.0,0.0,Setare Inc
21430,03/30/2021 08:30:00 AM,240.0,0.9,5.75,0.0,Top Cab Affiliation
21431,03/30/2021 08:30:00 AM,287.0,0.71,5.5,0.0,Flash Cab
21432,03/30/2021 08:30:00 AM,1200.0,3.0,13.5,0.0,Taxi Affiliation Services
21433,03/30/2021 08:30:00 AM,360.0,0.1,7.75,0.0,Taxi Affiliation Services
21434,03/30/2021 08:30:00 AM,2220.0,17.5,43.5,9.6,Taxi Affiliation Services
21435,03/30/2021 08:30:00 AM,960.0,3.0,11.75,0.0,Star North Management LLC
21436,03/30/2021 08:30:00 AM,240.0,0.7,5.25,0.0,Taxi Affiliation Services
21437,03/30/2021 08:30:00 AM,180.0,0.4,4.75,0.0,Top Cab Affiliation
21439,03/30/2021 08:45:00 AM,240.0,0.9,5.75,0.0,"Taxicab Insurance Agency, LLC"
21440,03/30/2021 08:45:00 AM,300.0,0.6,5.25,0.0,"Taxicab Insurance Agency, LLC"
21442,03/30/2021 08:45:00 AM,480.0,1.4,7.75,4.0,"Taxicab Insurance Agency, LLC"
21446,03/30/2021 08:45:00 AM,345.0,0.9,6.0,1.75,Flash Cab
21447,03/30/2021 08:45:00 AM,278.0,0.7,5.5,0.0,City Service
21448,03/30/2021 08:45:00 AM,120.0,0.5,4.5,0.0,Star North Management LLC
21450,03/30/2021 08:45:00 AM,300.0,1.0,6.25,2.0,Blue Ribbon Taxi Association Inc.
21452,03/30/2021 08:45:00 AM,120.0,0.4,4.25,0.0,Top Cab Affiliation
21453,03/30/2021 08:45:00 AM,120.0,0.3,4.0,2.0,Taxi Affiliation Services
21455,03/30/2021 08:45:00 AM,2520.0,1.0,43.0,2.5,Taxi Affiliation Services
21456,03/30/2021 08:45:00 AM,120.0,0.5,4.5,0.0,"Taxicab Insurance Agency, LLC"
21459,03/30/2021 08:45:00 AM,300.0,0.9,6.0,0.0,Medallion Leasin
21460,03/30/2021 09:00:00 AM,240.0,0.9,5.25,3.0,Star North Management LLC
21461,03/30/2021 09:00:00 AM,180.0,0.4,4.25,2.0,Taxi Affiliation Services
21464,03/30/2021 09:00:00 AM,420.0,0.9,6.25,0.0,Blue Ribbon Taxi Association Inc.
21465,03/30/2021 09:00:00 AM,859.0,2.11,9.75,5.0,Patriot Taxi Dba Peace Taxi Associat
21466,03/30/2021 09:00:00 AM,720.0,1.9,9.25,2.0,Blue Ribbon Taxi Association Inc.
21467,03/30/2021 09:00:00 AM,720.0,2.6,10.25,0.0,Taxi Affiliation Services
21468,03/30/2021 09:00:00 AM,426.0,1.3,7.0,2.0,Medallion Leasin
21469,03/30/2021 09:00:00 AM,397.0,1.0,6.25,0.0,Medallion Leasin
21470,03/30/2021 09:00:00 AM,72.0,0.19,3.75,0.0,City Service
21471,03/30/2021 09:00:00 AM,120.0,0.3,4.5,0.0,Top Cab Affiliation
21472,03/30/2021 09:00:00 AM,660.0,1.8,9.25,0.0,Blue Ribbon Taxi Association Inc.
21474,03/30/2021 09:00:00 AM,278.0,0.83,5.75,0.0,Flash Cab
21475,03/30/2021 09:00:00 AM,120.0,0.3,4.25,0.0,"Taxicab Insurance Agency, LLC"
21476,03/30/2021 09:00:00 AM,884.0,3.99,14.0,0.0,Flash Cab
21477,03/30/2021 09:00:00 AM,540.0,1.4,7.75,2.0,Star North Management LLC
21478,03/30/2021 09:00:00 AM,240.0,0.6,5.0,0.0,Taxi Affiliation Services
21480,03/30/2021 09:15:00 AM,600.0,1.8,8.75,0.0,Taxi Affiliation Services
21481,03/30/2021 09:15:00 AM,345.0,1.4,6.75,2.0,Medallion Leasin
21482,03/30/2021 09:15:00 AM,240.0,0.7,5.25,0.0,Top Cab Affiliation
21483,03/30/2021 09:15:00 AM,669.0,5.49,16.25,0.0,Flash Cab
21484,03/30/2021 09:15:00 AM,215.0,0.58,5.0,0.0,Globe Taxi
21486,03/30/2021 09:15:00 AM,446.0,1.14,7.0,3.0,Flash Cab
21487,03/30/2021 09:15:00 AM,5415.0,13.8,53.0,0.0,Medallion Leasin
21490,03/30/2021 09:15:00 AM,540.0,1.9,8.5,0.0,Top Cab Affiliation
21491,03/30/2021 09:15:00 AM,420.0,0.9,6.5,3.0,Taxi Affiliation Services
21492,03/30/2021 09:15:00 AM,674.0,2.55,10.0,0.0,Flash Cab
21494,03/30/2021 09:15:00 AM,240.0,0.4,4.75,0.0,Taxi Affiliation Services
21495,03/30/2021 09:15:00 AM,2580.0,17.8,45.5,0.0,Top Cab Affiliation
21496,03/30/2021 09:15:00 AM,187.0,0.57,4.75,0.0,Sun Taxi
21497,03/30/2021 09:15:00 AM,240.0,0.8,5.25,2.0,Taxi Affiliation Services
21499,03/30/2021 09:30:00 AM,404.0,1.61,7.75,0.0,Flash Cab
21501,03/30/2021 09:30:00 AM,120.0,0.4,4.25,0.0,Top Cab Affiliation
21502,03/30/2021 09:30:00 AM,221.0,0.83,5.25,2.0,Globe Taxi
21503,03/30/2021 09:30:00 AM,180.0,1.0,5.5,0.0,"Taxicab Insurance Agency, LLC"
21504,03/30/2021 09:30:00 AM,300.0,0.8,5.75,0.0,Chicago Independents
21506,03/30/2021 09:30:00 AM,420.0,1.1,6.5,0.0,Taxi Affiliation Services
21507,03/30/2021 09:30:00 AM,725.0,1.83,9.5,0.0,City Service
21508,03/30/2021 09:30:00 AM,658.0,0.46,7.25,0.0,Flash Cab
21509,03/30/2021 09:30:00 AM,720.0,2.5,10.0,0.0,Medallion Leasin
21510,03/30/2021 09:30:00 AM,420.0,1.0,6.25,1.0,Taxi Affiliation Services
21511,03/30/2021 09:30:00 AM,214.0,0.84,5.25,0.0,Flash Cab
21512,03/30/2021 09:30:00 AM,660.0,1.9,9.25,0.0,Top Cab Affiliation
21513,03/30/2021 09:30:00 AM,180.0,0.8,5.25,0.0,Taxi Affiliation Services
21514,03/30/2021 09:30:00 AM,240.0,1.5,5.0,0.0,Star North Management LLC
21515,03/30/2021 09:30:00 AM,900.0,2.5,11.25,2.75,Medallion Leasin
21516,03/30/2021 09:30:00 AM,303.0,0.7,5.5,0.0,Medallion Leasin
21517,03/30/2021 09:45:00 AM,360.0,0.6,5.75,0.0,Taxi Affiliation Services
21518,03/30/2021 09:45:00 AM,738.0,1.8,9.25,0.0,Medallion Leasin
21519,03/30/2021 09:45:00 AM,1436.0,17.46,43.0,8.7,Sun Taxi
21520,03/30/2021 09:45:00 AM,600.0,1.8,8.75,0.0,Blue Ribbon Taxi Association Inc.
21521,03/30/2021 09:45:00 AM,156.0,0.5,4.25,0.0,Medallion Leasin
21522,03/30/2021 09:45:00 AM,1245.0,4.64,16.25,10.0,Flash Cab
